timestamp,role,cpu_user_jiffies,cpu_nice_jiffies,cpu_system_jiffies,cpu_idle_jiffies,cpu_iowait_jiffies,cpu_irq_jiffies,cpu_softirq_jiffies,cpu_steal_jiffies,mem_total_kb,mem_available_kb,mem_used_kb,mem_free_kb,swap_total_kb,swap_free_kb
2026-05-13T16:04:40+01:00,rpc-coordinator,1066732,14,320028,1607924029,1994,0,53419,0,32911424,30220352,2691072,25245184,16252864,16252864
2026-05-13T16:04:41+01:00,rpc-coordinator,1066769,14,320042,1607928888,1995,0,53421,0,32911424,30198464,2712960,25212352,16252864,16252864
2026-05-13T16:04:42+01:00,rpc-coordinator,1066786,14,320058,1607933758,1995,0,53421,0,32911424,30193984,2717440,25207808,16252864,16252864
2026-05-13T16:04:43+01:00,rpc-coordinator,1066791,14,320066,1607938659,1995,0,53421,0,32911424,30193408,2718016,25207232,16252864,16252864
2026-05-13T16:04:44+01:00,rpc-coordinator,1066795,14,320076,1607943561,1995,0,53421,0,32911424,30193216,2718208,25207040,16252864,16252864
2026-05-13T16:04:45+01:00,rpc-coordinator,1066797,14,320086,1607948462,1995,0,53422,0,32911424,30191872,2719552,25205696,16252864,16252864
2026-05-13T16:04:46+01:00,rpc-coordinator,1066803,14,320098,1607953359,1995,0,53425,0,32911424,30191744,2719680,25205568,16252864,16252864
2026-05-13T16:04:47+01:00,rpc-coordinator,1066807,14,320105,1607958255,1995,0,53427,0,32911424,30193472,2717952,25207296,16252864,16252864
2026-05-13T16:04:48+01:00,rpc-coordinator,1066810,14,320118,1607963149,1995,0,53430,0,32911424,30193280,2718144,25207104,16252864,16252864
2026-05-13T16:04:49+01:00,rpc-coordinator,1066817,14,320130,1607968047,1995,0,53430,0,32911424,30191168,2720256,25204992,16252864,16252864
2026-05-13T16:04:50+01:00,rpc-coordinator,1066817,14,320145,1607972944,1995,0,53431,0,32911424,30190592,2720832,25204416,16252864,16252864
2026-05-13T16:04:51+01:00,rpc-coordinator,1066822,14,320154,1607977842,1995,0,53432,0,32911424,30192320,2719104,25206144,16252864,16252864
2026-05-13T16:04:52+01:00,rpc-coordinator,1066824,14,320165,1607982742,1995,0,53435,0,32911424,30189440,2721984,25203264,16252864,16252864
2026-05-13T16:04:53+01:00,rpc-coordinator,1066826,14,320173,1607987651,1995,0,53436,0,32911424,30190784,2720640,25204608,16252864,16252864
2026-05-13T16:04:54+01:00,rpc-coordinator,1066827,14,320181,1607992550,1995,0,53439,0,32911424,30192704,2718720,25206528,16252864,16252864
2026-05-13T16:04:55+01:00,rpc-coordinator,1066830,14,320196,1607997446,1995,0,53441,0,32911424,30193280,2718144,25207104,16252864,16252864
2026-05-13T16:04:56+01:00,rpc-coordinator,1066835,14,320206,1608002341,1995,0,53449,0,32911424,30191040,2720384,25204864,16252864,16252864
2026-05-13T16:04:57+01:00,rpc-coordinator,1066863,14,320223,1608007205,1995,0,53453,0,32911424,30189504,2721920,25203264,16252864,16252864
2026-05-13T16:04:58+01:00,rpc-coordinator,1066865,14,320234,1608012102,1995,0,53455,0,32911424,30189056,2722368,25202816,16252864,16252864
2026-05-13T16:04:59+01:00,rpc-coordinator,1066869,14,320245,1608016999,1995,0,53458,0,32911424,30189568,2721856,25203328,16252864,16252864
2026-05-13T16:05:00+01:00,rpc-coordinator,1066875,14,320256,1608021894,1995,0,53460,0,32911424,30191232,2720192,25204992,16252864,16252864
2026-05-13T16:05:01+01:00,rpc-coordinator,1066881,14,320269,1608026795,1995,0,53462,0,32911424,30192384,2719040,25206144,16252864,16252864
