timestamp,role,cpu_user_jiffies,cpu_nice_jiffies,cpu_system_jiffies,cpu_idle_jiffies,cpu_iowait_jiffies,cpu_irq_jiffies,cpu_softirq_jiffies,cpu_steal_jiffies,mem_total_kb,mem_available_kb,mem_used_kb,mem_free_kb,swap_total_kb,swap_free_kb
2026-05-13T16:20:44+01:00,rpc-worker,1209089587,10906,3322398,2650245037,6278,0,135156,0,32911488,30197952,2713536,30034752,16252864,16252864
2026-05-13T16:20:45+01:00,rpc-worker,1209089592,10906,3322406,2650249931,6278,0,135156,0,32911488,30195456,2716032,30032256,16252864,16252864
2026-05-13T16:20:46+01:00,rpc-worker,1209089594,10906,3322419,2650254829,6278,0,135157,0,32911488,30192768,2718720,30029568,16252864,16252864
2026-05-13T16:20:47+01:00,rpc-worker,1209089598,10906,3322426,2650259725,6278,0,135157,0,32911488,30196032,2715456,30032832,16252864,16252864
2026-05-13T16:20:48+01:00,rpc-worker,1209089601,10906,3322431,2650264632,6278,0,135157,0,32911488,30194688,2716800,30031488,16252864,16252864
2026-05-13T16:20:49+01:00,rpc-worker,1209089603,10906,3322438,2650269535,6278,0,135157,0,32911488,30195136,2716352,30031872,16252864,16252864
2026-05-13T16:20:50+01:00,rpc-worker,1209089610,10906,3322444,2650274430,6278,0,135157,0,32911488,30193856,2717632,30030592,16252864,16252864
2026-05-13T16:20:51+01:00,rpc-worker,1209089614,10906,3322453,2650279326,6278,0,135157,0,32911488,30193664,2717824,30030400,16252864,16252864
2026-05-13T16:20:52+01:00,rpc-worker,1209089615,10906,3322466,2650284224,6278,0,135157,0,32911488,30191488,2720000,30028288,16252864,16252864
2026-05-13T16:20:53+01:00,rpc-worker,1209089617,10906,3322476,2650289125,6278,0,135157,0,32911488,30193856,2717632,30030592,16252864,16252864
2026-05-13T16:20:54+01:00,rpc-worker,1209089620,10906,3322486,2650294022,6279,0,135157,0,32911488,30191936,2719552,30028672,16252864,16252864
2026-05-13T16:20:55+01:00,rpc-worker,1209089624,10906,3322498,2650298918,6279,0,135157,0,32911488,30194048,2717440,30030848,16252864,16252864
2026-05-13T16:20:56+01:00,rpc-worker,1209089629,10906,3322505,2650303815,6279,0,135158,0,32911488,30192512,2718976,30029312,16252864,16252864
2026-05-13T16:20:57+01:00,rpc-worker,1209089633,10906,3322517,2650308712,6279,0,135158,0,32911488,30194816,2716672,30031616,16252864,16252864
2026-05-13T16:20:58+01:00,rpc-worker,1209089641,10906,3322532,2650313572,6279,0,135158,0,32911488,30191488,2720000,30028160,16252864,16252864
2026-05-13T16:20:59+01:00,rpc-worker,1209089645,10906,3322544,2650318463,6279,0,135158,0,32911488,30192960,2718528,30029056,16252864,16252864
2026-05-13T16:21:01+01:00,rpc-worker,1209089648,10906,3322555,2650323359,6279,0,135158,0,32911488,30190528,2720960,30026624,16252864,16252864
2026-05-13T16:21:02+01:00,rpc-worker,1209089650,10906,3322562,2650328258,6279,0,135158,0,32911488,30193472,2718016,30029568,16252864,16252864
2026-05-13T16:21:03+01:00,rpc-worker,1209089651,10906,3322572,2650333162,6279,0,135158,0,32911488,30191552,2719936,30027648,16252864,16252864
2026-05-13T16:21:04+01:00,rpc-worker,1209089654,10906,3322582,2650338060,6279,0,135158,0,32911488,30194240,2717248,30030336,16252864,16252864
2026-05-13T16:21:05+01:00,rpc-worker,1209089655,10906,3322592,2650342960,6279,0,135159,0,32911488,30192384,2719104,30028480,16252864,16252864
2026-05-13T16:21:06+01:00,rpc-worker,1209089661,10906,3322601,2650347856,6279,0,135159,0,32911488,30194048,2717440,30030144,16252864,16252864
2026-05-13T16:21:07+01:00,rpc-worker,1209089666,10906,3322609,2650352748,6279,0,135160,0,32911488,30193408,2718080,30029568,16252864,16252864
2026-05-13T16:21:08+01:00,rpc-worker,1209089669,10906,3322618,2650357642,6279,0,135160,0,32911488,30194176,2717312,30030336,16252864,16252864
2026-05-13T16:21:09+01:00,rpc-worker,1209089671,10906,3322629,2650362535,6279,0,135160,0,32911488,30192832,2718656,30028992,16252864,16252864
2026-05-13T16:21:10+01:00,rpc-worker,1209089673,10906,3322641,2650367429,6279,0,135160,0,32911488,30193600,2717888,30029760,16252864,16252864
2026-05-13T16:21:11+01:00,rpc-worker,1209089674,10906,3322655,2650372325,6279,0,135160,0,32911488,30193408,2718080,30029568,16252864,16252864
2026-05-13T16:21:12+01:00,rpc-worker,1209089677,10906,3322665,2650377218,6279,0,135161,0,32911488,30193600,2717888,30029760,16252864,16252864
2026-05-13T16:21:13+01:00,rpc-worker,1209089680,10906,3322676,2650382115,6279,0,135161,0,32911488,30191680,2719808,30027840,16252864,16252864
2026-05-13T16:21:14+01:00,rpc-worker,1209089691,10906,3322710,2650386978,6279,0,135161,0,32911488,30191360,2720128,30027520,16252864,16252864
2026-05-13T16:21:15+01:00,rpc-worker,1209089693,10906,3322721,2650391879,6279,0,135161,0,32911488,30185984,2725504,30022144,16252864,16252864
2026-05-13T16:21:16+01:00,rpc-worker,1209089694,10907,3322727,2650396783,6279,0,135161,0,32911488,30188992,2722496,30024832,16252864,16252864
2026-05-13T16:21:17+01:00,rpc-worker,1209089697,10907,3322735,2650401682,6279,0,135162,0,32911488,30191040,2720448,30026880,16252864,16252864
2026-05-13T16:21:18+01:00,rpc-worker,1209089699,10907,3322747,2650406576,6279,0,135162,0,32911488,30190464,2721024,30026304,16252864,16252864
2026-05-13T16:21:19+01:00,rpc-worker,1209089702,10907,3322757,2650411472,6279,0,135162,0,32911488,30191936,2719552,30027776,16252864,16252864
2026-05-13T16:21:20+01:00,rpc-worker,1209089706,10907,3322768,2650416369,6279,0,135162,0,32911488,30190976,2720512,30026688,16252864,16252864
2026-05-13T16:21:21+01:00,rpc-worker,1209089706,10907,3322780,2650421265,6279,0,135162,0,32911488,30190784,2720704,30026496,16252864,16252864
2026-05-13T16:21:22+01:00,rpc-worker,1209089710,10907,3322792,2650426160,6279,0,135162,0,32911488,30190016,2721472,30025728,16252864,16252864
2026-05-13T16:21:23+01:00,rpc-worker,1209089714,10907,3322803,2650431047,6279,0,135162,0,32911488,30190400,2721088,30026112,16252864,16252864
2026-05-13T16:21:24+01:00,rpc-worker,1209089718,10907,3322813,2650435941,6279,0,135163,0,32911488,30189056,2722432,30024768,16252864,16252864
2026-05-13T16:21:25+01:00,rpc-worker,1209089720,10907,3322825,2650440837,6279,0,135163,0,32911488,30188672,2722816,30024384,16252864,16252864
2026-05-13T16:21:26+01:00,rpc-worker,1209089723,10907,3322837,2650445732,6279,0,135163,0,32911488,30189632,2721856,30025344,16252864,16252864
2026-05-13T16:21:27+01:00,rpc-worker,1209089724,10907,3322847,2650450627,6279,0,135164,0,32911488,30189824,2721664,30025536,16252864,16252864
2026-05-13T16:21:28+01:00,rpc-worker,1209089771,10907,3322860,2650455486,6279,0,135164,0,32911488,30189568,2721920,30025280,16252864,16252864
2026-05-13T16:21:29+01:00,rpc-worker,1209089772,10907,3322867,2650460389,6279,0,135164,0,32911488,30185280,2726208,30020928,16252864,16252864
2026-05-13T16:21:30+01:00,rpc-worker,1209089774,10907,3322874,2650465286,6279,0,135164,0,32911488,30185664,2725824,30021312,16252864,16252864
2026-05-13T16:21:31+01:00,rpc-worker,1209089778,10907,3322882,2650470180,6279,0,135164,0,32911488,30187776,2723712,30023424,16252864,16252864
